Tue Jun  1 12:16:27 2021
First batch shape: (The shape of batches are not same)
torch.Size([13, 8, 512]) 12
epo0 <tr>-<gen>: l_dis=1.47-1.47, l_cla=6.22-6.22, l_rec=66.57-90.42, l1=0.00, cer=146.42-122.24-121.92, time=56.7
epo627 <tr>-<gen>: l_dis=0.15-6.33, l_cla=2.89-3.42, l_rec=8.82-16.81, l1=0.00, cer=11.79-16.89-17.19, time=34.9
epo628 <tr>-<gen>: l_dis=0.17-5.65, l_cla=2.90-3.69, l_rec=9.40-17.46, l1=0.00, cer=11.98-17.15-18.34, time=34.4
epo629 <tr>-<gen>: l_dis=0.12-6.47, l_cla=2.90-3.49, l_rec=8.56-17.01, l1=0.00, cer=11.82-17.45-17.43, time=34.5
epo630 <tr>-<gen>: l_dis=0.17-5.63, l_cla=3.05-3.49, l_rec=8.31-16.84, l1=0.00, cer=10.88-15.83-17.64, time=34.5
epo631 <tr>-<gen>: l_dis=0.15-5.90, l_cla=2.90-3.45, l_rec=9.02-16.54, l1=0.00, cer=12.01-16.23-16.58, time=34.5
epo632 <tr>-<gen>: l_dis=0.09-6.93, l_cla=2.86-3.50, l_rec=6.99-16.31, l1=0.00, cer=8.16-16.97-16.06, time=34.5
epo633 <tr>-<gen>: l_dis=0.16-7.63, l_cla=2.96-3.45, l_rec=9.03-17.28, l1=0.00, cer=12.81-16.86-17.79, time=34.2
epo634 <tr>-<gen>: l_dis=0.14-5.98, l_cla=3.07-3.47, l_rec=8.68-17.26, l1=0.00, cer=11.39-16.52-18.37, time=34.6
epo635 <tr>-<gen>: l_dis=0.16-6.64, l_cla=2.95-3.62, l_rec=9.02-18.42, l1=0.00, cer=12.21-18.67-19.20, time=34.2
epo636 <tr>-<gen>: l_dis=0.11-6.37, l_cla=2.85-3.48, l_rec=9.28-16.77, l1=0.00, cer=12.60-15.64-16.63, time=34.4
epo637 <tr>-<gen>: l_dis=0.16-5.72, l_cla=2.79-3.35, l_rec=8.58-16.75, l1=0.00, cer=11.88-17.26-17.03, time=34.4
epo638 <tr>-<gen>: l_dis=0.14-6.77, l_cla=2.87-3.36, l_rec=7.92-16.62, l1=0.00, cer=11.30-16.73-17.13, time=34.3
epo639 <tr>-<gen>: l_dis=0.17-5.62, l_cla=2.91-3.46, l_rec=7.71-16.39, l1=0.00, cer=10.56-16.18-17.14, time=34.4
epo640 <tr>-<gen>: l_dis=0.15-5.35, l_cla=3.08-3.39, l_rec=8.54-16.33, l1=0.00, cer=11.87-17.27-16.82, time=34.4
EVAL: l_dis=4.180, l_cla=11.584, l_rec=14.599, cer=15.12-14.59, time=11.4
epo641 <tr>-<gen>: l_dis=0.08-5.96, l_cla=2.86-3.59, l_rec=9.14-16.72, l1=0.00, cer=12.69-18.67-16.24, time=34.8
epo642 <tr>-<gen>: l_dis=0.08-6.57, l_cla=3.17-3.32, l_rec=8.63-16.73, l1=0.00, cer=11.07-15.66-17.82, time=34.4
epo643 <tr>-<gen>: l_dis=0.12-7.54, l_cla=3.09-3.61, l_rec=8.45-16.20, l1=0.00, cer=12.32-16.12-15.51, time=34.6
epo644 <tr>-<gen>: l_dis=0.10-6.63, l_cla=2.86-3.49, l_rec=8.55-16.53, l1=0.00, cer=9.62-16.24-16.74, time=34.4
epo645 <tr>-<gen>: l_dis=0.12-7.26, l_cla=3.09-3.71, l_rec=9.54-16.76, l1=0.00, cer=12.31-16.51-16.67, time=34.2
epo646 <tr>-<gen>: l_dis=0.14-6.60, l_cla=2.95-3.67, l_rec=8.27-16.78, l1=0.00, cer=9.58-17.62-17.12, time=34.5
epo647 <tr>-<gen>: l_dis=0.14-6.29, l_cla=2.76-3.39, l_rec=8.17-16.68, l1=0.00, cer=10.48-15.42-17.58, time=34.4
epo648 <tr>-<gen>: l_dis=0.16-6.87, l_cla=2.87-3.41, l_rec=8.77-16.88, l1=0.00, cer=11.68-15.65-17.56, time=34.3
epo649 <tr>-<gen>: l_dis=0.11-7.36, l_cla=2.83-3.77, l_rec=7.92-15.76, l1=0.00, cer=11.19-16.50-15.59, time=34.5
epo650 <tr>-<gen>: l_dis=0.20-6.04, l_cla=2.83-3.40, l_rec=9.02-16.25, l1=0.00, cer=12.14-17.79-16.49, time=33.6
epo651 <tr>-<gen>: l_dis=0.16-5.82, l_cla=3.04-3.52, l_rec=10.26-15.80, l1=0.00, cer=13.38-15.78-15.23, time=34.0
epo652 <tr>-<gen>: l_dis=0.12-6.49, l_cla=2.81-3.26, l_rec=9.12-17.50, l1=0.00, cer=12.73-15.49-18.55, time=33.1
epo653 <tr>-<gen>: l_dis=0.18-6.80, l_cla=2.92-3.45, l_rec=8.71-16.65, l1=0.00, cer=10.70-17.36-16.62, time=33.5
epo654 <tr>-<gen>: l_dis=0.15-5.74, l_cla=2.90-3.42, l_rec=8.39-17.04, l1=0.00, cer=10.30-17.46-17.08, time=33.5
epo655 <tr>-<gen>: l_dis=0.14-6.52, l_cla=2.92-3.43, l_rec=8.46-15.80, l1=0.00, cer=11.28-15.75-16.60, time=33.7
epo656 <tr>-<gen>: l_dis=0.16-6.59, l_cla=2.82-3.73, l_rec=9.59-15.79, l1=0.00, cer=12.35-14.30-15.07, time=33.7
epo657 <tr>-<gen>: l_dis=0.13-6.96, l_cla=2.87-3.41, l_rec=8.20-16.07, l1=0.00, cer=10.13-16.41-15.96, time=33.3
epo658 <tr>-<gen>: l_dis=0.12-6.58, l_cla=3.05-3.48, l_rec=9.99-17.25, l1=0.00, cer=12.64-17.38-17.30, time=33.7
epo659 <tr>-<gen>: l_dis=0.10-7.81, l_cla=2.96-3.70, l_rec=8.50-16.88, l1=0.00, cer=10.79-16.82-16.63, time=33.5
epo660 <tr>-<gen>: l_dis=0.15-6.43, l_cla=2.94-3.35, l_rec=7.41-15.97, l1=0.00, cer=9.92-15.09-16.88, time=33.6
EVAL: l_dis=5.650, l_cla=12.666, l_rec=16.077, cer=15.45-16.76, time=10.6
epo661 <tr>-<gen>: l_dis=0.13-6.77, l_cla=2.84-3.86, l_rec=8.24-16.18, l1=0.00, cer=11.05-15.78-15.49, time=32.9
epo662 <tr>-<gen>: l_dis=0.14-6.35, l_cla=2.88-3.56, l_rec=7.46-15.68, l1=0.00, cer=9.79-14.07-17.60, time=33.4
epo663 <tr>-<gen>: l_dis=0.09-6.67, l_cla=2.83-3.49, l_rec=8.83-15.83, l1=0.00, cer=12.21-15.75-14.40, time=33.4
epo664 <tr>-<gen>: l_dis=0.10-6.89, l_cla=2.77-3.43, l_rec=7.30-15.99, l1=0.00, cer=9.33-14.61-15.81, time=33.6
epo665 <tr>-<gen>: l_dis=0.12-6.24, l_cla=2.81-3.56, l_rec=8.56-16.95, l1=0.00, cer=10.80-16.31-18.50, time=33.5
epo666 <tr>-<gen>: l_dis=0.11-7.58, l_cla=2.90-3.30, l_rec=8.04-15.96, l1=0.00, cer=9.56-15.23-15.76, time=33.3
epo667 <tr>-<gen>: l_dis=0.13-5.92, l_cla=2.94-3.32, l_rec=9.72-16.99, l1=0.00, cer=11.26-18.26-17.69, time=33.4
epo668 <tr>-<gen>: l_dis=0.10-7.54, l_cla=2.86-3.45, l_rec=8.05-15.65, l1=0.00, cer=10.13-15.95-14.46, time=33.7
epo669 <tr>-<gen>: l_dis=0.13-7.02, l_cla=2.89-3.50, l_rec=7.52-16.54, l1=0.00, cer=10.26-15.61-17.12, time=33.6
epo670 <tr>-<gen>: l_dis=0.12-7.87, l_cla=2.65-4.04, l_rec=8.74-16.54, l1=0.00, cer=10.61-16.60-15.90, time=33.5
epo671 <tr>-<gen>: l_dis=0.13-6.61, l_cla=2.92-3.38, l_rec=7.50-16.58, l1=0.00, cer=10.24-15.61-17.81, time=33.6
epo672 <tr>-<gen>: l_dis=0.13-6.10, l_cla=2.80-3.43, l_rec=8.04-16.25, l1=0.00, cer=11.09-16.58-16.43, time=33.4
epo673 <tr>-<gen>: l_dis=0.09-6.90, l_cla=2.87-3.34, l_rec=7.72-15.84, l1=0.00, cer=9.79-16.26-15.83, time=33.4
epo674 <tr>-<gen>: l_dis=0.20-6.22, l_cla=2.83-3.44, l_rec=8.27-15.56, l1=0.00, cer=10.93-14.87-16.07, time=33.5
epo675 <tr>-<gen>: l_dis=0.08-6.79, l_cla=2.84-3.40, l_rec=9.31-15.70, l1=0.00, cer=11.99-15.82-14.95, time=33.5
epo676 <tr>-<gen>: l_dis=0.12-7.32, l_cla=2.93-3.35, l_rec=7.96-16.77, l1=0.00, cer=10.26-15.19-16.83, time=33.3
epo677 <tr>-<gen>: l_dis=0.12-6.91, l_cla=2.84-3.38, l_rec=9.40-16.67, l1=0.00, cer=12.47-15.93-16.95, time=33.5
epo678 <tr>-<gen>: l_dis=0.15-7.03, l_cla=2.70-3.23, l_rec=8.29-16.08, l1=0.00, cer=11.60-15.45-15.85, time=33.4
epo679 <tr>-<gen>: l_dis=0.13-6.43, l_cla=2.75-3.15, l_rec=7.61-15.52, l1=0.00, cer=9.25-14.96-16.26, time=33.4
epo680 <tr>-<gen>: l_dis=0.12-6.55, l_cla=2.72-3.48, l_rec=7.56-15.59, l1=0.00, cer=10.25-14.95-15.99, time=33.8
EVAL: l_dis=7.760, l_cla=12.553, l_rec=15.595, cer=15.89-15.46, time=10.7
epo681 <tr>-<gen>: l_dis=0.15-6.31, l_cla=2.92-3.29, l_rec=7.97-16.12, l1=0.00, cer=9.71-16.67-14.76, time=33.1
epo682 <tr>-<gen>: l_dis=0.09-7.65, l_cla=2.92-3.75, l_rec=8.62-15.58, l1=0.00, cer=10.72-14.50-15.24, time=33.6
epo683 <tr>-<gen>: l_dis=0.11-6.82, l_cla=2.88-3.50, l_rec=8.15-16.29, l1=0.00, cer=10.47-16.22-17.19, time=33.6
epo684 <tr>-<gen>: l_dis=0.10-7.12, l_cla=2.89-3.60, l_rec=8.29-15.55, l1=0.00, cer=11.11-15.01-16.74, time=33.5
epo685 <tr>-<gen>: l_dis=0.09-7.61, l_cla=2.83-3.56, l_rec=9.14-15.58, l1=0.00, cer=11.80-16.60-15.40, time=33.6
epo686 <tr>-<gen>: l_dis=0.12-7.42, l_cla=2.80-3.23, l_rec=7.28-15.93, l1=0.00, cer=9.51-14.56-17.79, time=33.5
epo687 <tr>-<gen>: l_dis=0.12-7.08, l_cla=2.87-3.79, l_rec=7.75-15.99, l1=0.00, cer=9.70-15.69-16.07, time=33.6
epo688 <tr>-<gen>: l_dis=0.13-7.63, l_cla=2.72-3.65, l_rec=8.33-15.70, l1=0.00, cer=10.93-14.99-14.93, time=33.6
epo689 <tr>-<gen>: l_dis=0.08-7.18, l_cla=2.80-3.45, l_rec=8.51-16.17, l1=0.00, cer=10.43-17.05-15.14, time=33.6
epo690 <tr>-<gen>: l_dis=0.14-7.10, l_cla=2.92-3.47, l_rec=7.72-16.80, l1=0.00, cer=10.27-15.58-17.98, time=33.4
epo691 <tr>-<gen>: l_dis=0.17-5.70, l_cla=2.75-3.42, l_rec=8.62-15.52, l1=0.00, cer=11.24-15.56-15.17, time=33.4
epo692 <tr>-<gen>: l_dis=0.10-6.73, l_cla=2.82-3.48, l_rec=8.11-15.57, l1=0.00, cer=9.62-15.76-15.84, time=33.4
epo693 <tr>-<gen>: l_dis=0.12-6.36, l_cla=2.71-3.21, l_rec=7.70-14.94, l1=0.00, cer=10.73-14.29-14.32, time=33.7
epo694 <tr>-<gen>: l_dis=0.08-6.80, l_cla=2.87-3.26, l_rec=8.50-15.43, l1=0.00, cer=11.04-15.51-15.18, time=33.5
epo695 <tr>-<gen>: l_dis=0.10-7.71, l_cla=2.82-3.49, l_rec=7.72-15.96, l1=0.00, cer=9.12-14.98-16.65, time=33.3
epo696 <tr>-<gen>: l_dis=0.16-6.34, l_cla=2.70-3.57, l_rec=7.98-15.04, l1=0.00, cer=9.86-14.95-13.80, time=33.4
epo697 <tr>-<gen>: l_dis=0.12-7.40, l_cla=2.79-3.28, l_rec=8.57-15.48, l1=0.00, cer=11.97-15.59-15.12, time=33.3
epo698 <tr>-<gen>: l_dis=0.13-7.03, l_cla=2.94-3.59, l_rec=8.37-15.79, l1=0.00, cer=11.39-15.43-15.10, time=33.7
epo699 <tr>-<gen>: l_dis=0.13-6.59, l_cla=2.80-3.57, l_rec=8.88-15.90, l1=0.00, cer=11.38-15.76-16.44, time=33.3
epo700 <tr>-<gen>: l_dis=0.10-6.91, l_cla=2.83-3.36, l_rec=8.45-15.60, l1=0.00, cer=10.68-16.41-14.07, time=33.7
EVAL: l_dis=5.541, l_cla=11.878, l_rec=14.301, cer=14.46-13.62, time=10.5
epo701 <tr>-<gen>: l_dis=0.13-6.41, l_cla=2.68-3.58, l_rec=8.31-15.17, l1=0.00, cer=10.76-14.46-15.05, time=33.2
epo702 <tr>-<gen>: l_dis=0.09-7.15, l_cla=2.63-3.44, l_rec=8.43-16.44, l1=0.00, cer=11.43-16.57-16.22, time=33.0
epo703 <tr>-<gen>: l_dis=0.13-7.10, l_cla=2.80-3.28, l_rec=8.11-14.65, l1=0.00, cer=10.94-13.15-15.07, time=33.8
epo704 <tr>-<gen>: l_dis=0.09-7.09, l_cla=2.69-3.50, l_rec=8.38-15.83, l1=0.00, cer=10.24-17.34-13.99, time=33.7
epo705 <tr>-<gen>: l_dis=0.14-7.10, l_cla=2.80-3.53, l_rec=7.43-15.07, l1=0.00, cer=9.19-14.97-14.16, time=33.5
epo706 <tr>-<gen>: l_dis=0.11-7.22, l_cla=2.80-3.32, l_rec=7.17-14.60, l1=0.00, cer=8.77-14.45-14.29, time=33.6
epo707 <tr>-<gen>: l_dis=0.09-7.22, l_cla=2.81-3.23, l_rec=8.13-15.01, l1=0.00, cer=10.44-15.24-15.35, time=33.6
epo708 <tr>-<gen>: l_dis=0.11-6.98, l_cla=2.81-3.71, l_rec=7.75-15.34, l1=0.00, cer=9.89-14.38-14.91, time=33.4
epo709 <tr>-<gen>: l_dis=0.13-6.74, l_cla=2.73-3.56, l_rec=7.89-15.11, l1=0.00, cer=9.98-14.70-14.55, time=34.4
epo710 <tr>-<gen>: l_dis=0.09-6.49, l_cla=2.81-3.12, l_rec=8.27-15.07, l1=0.00, cer=10.20-14.14-14.52, time=33.8
epo711 <tr>-<gen>: l_dis=0.11-8.02, l_cla=2.70-3.26, l_rec=9.00-14.32, l1=0.00, cer=10.34-13.11-15.02, time=33.4
epo712 <tr>-<gen>: l_dis=0.09-6.76, l_cla=2.64-3.32, l_rec=7.10-15.36, l1=0.00, cer=8.65-15.31-14.48, time=33.5
epo713 <tr>-<gen>: l_dis=0.14-7.14, l_cla=2.85-3.24, l_rec=7.33-15.81, l1=0.00, cer=9.12-15.31-17.26, time=33.7
epo714 <tr>-<gen>: l_dis=0.14-6.29, l_cla=2.69-3.21, l_rec=8.22-15.92, l1=0.00, cer=10.43-15.49-17.40, time=33.5
epo715 <tr>-<gen>: l_dis=0.12-6.79, l_cla=2.88-3.24, l_rec=8.86-15.06, l1=0.00, cer=12.22-15.44-15.64, time=33.4
epo716 <tr>-<gen>: l_dis=0.10-7.64, l_cla=2.62-3.49, l_rec=9.10-15.24, l1=0.00, cer=10.80-14.08-15.98, time=33.5
epo717 <tr>-<gen>: l_dis=0.13-6.37, l_cla=2.72-3.27, l_rec=8.27-15.68, l1=0.00, cer=10.94-15.80-14.24, time=33.6
epo718 <tr>-<gen>: l_dis=0.14-8.11, l_cla=2.90-3.61, l_rec=7.80-15.80, l1=0.00, cer=10.33-15.40-14.43, time=33.4
epo719 <tr>-<gen>: l_dis=0.10-6.88, l_cla=2.81-3.35, l_rec=8.43-15.24, l1=0.00, cer=10.85-15.35-14.32, time=33.5
epo720 <tr>-<gen>: l_dis=0.12-7.71, l_cla=2.64-3.61, l_rec=7.72-16.16, l1=0.00, cer=10.06-16.40-16.58, time=33.6
EVAL: l_dis=6.319, l_cla=13.035, l_rec=15.815, cer=17.55-16.11, time=10.7
epo721 <tr>-<gen>: l_dis=0.17-6.90, l_cla=2.62-3.53, l_rec=8.52-14.93, l1=0.00, cer=10.97-14.80-14.02, time=33.2
epo722 <tr>-<gen>: l_dis=0.17-6.08, l_cla=2.72-3.80, l_rec=8.15-14.12, l1=0.00, cer=9.88-12.76-13.89, time=33.7
epo723 <tr>-<gen>: l_dis=0.14-7.23, l_cla=2.77-3.30, l_rec=6.86-15.00, l1=0.00, cer=8.38-15.06-14.85, time=33.4
epo724 <tr>-<gen>: l_dis=0.16-7.00, l_cla=2.62-3.58, l_rec=7.40-15.12, l1=0.00, cer=9.04-15.77-14.54, time=33.7
epo725 <tr>-<gen>: l_dis=0.16-5.86, l_cla=2.62-3.34, l_rec=8.33-14.79, l1=0.00, cer=9.90-14.26-14.68, time=33.6
epo726 <tr>-<gen>: l_dis=0.14-6.78, l_cla=2.80-3.38, l_rec=7.33-14.03, l1=0.00, cer=9.69-12.19-14.80, time=33.9
epo727 <tr>-<gen>: l_dis=0.09-7.19, l_cla=2.56-3.19, l_rec=7.49-15.35, l1=0.00, cer=8.91-15.68-15.06, time=33.5
epo728 <tr>-<gen>: l_dis=0.13-6.86, l_cla=2.54-3.37, l_rec=6.73-14.43, l1=0.00, cer=8.80-14.86-13.97, time=33.4
epo729 <tr>-<gen>: l_dis=0.11-6.52, l_cla=2.83-3.31, l_rec=7.73-14.48, l1=0.00, cer=9.79-14.29-14.18, time=33.8
epo730 <tr>-<gen>: l_dis=0.09-7.41, l_cla=2.62-3.48, l_rec=6.26-14.45, l1=0.00, cer=7.39-14.40-13.60, time=33.5
epo731 <tr>-<gen>: l_dis=0.15-6.89, l_cla=2.78-3.43, l_rec=7.33-14.37, l1=0.00, cer=9.86-14.92-12.65, time=33.8
epo732 <tr>-<gen>: l_dis=0.10-7.47, l_cla=2.68-3.13, l_rec=6.82-15.89, l1=0.00, cer=8.20-16.00-16.68, time=33.5
epo733 <tr>-<gen>: l_dis=0.13-7.92, l_cla=2.75-3.20, l_rec=7.04-15.09, l1=0.00, cer=10.97-15.45-15.65, time=33.7
epo734 <tr>-<gen>: l_dis=0.11-7.04, l_cla=2.67-3.42, l_rec=8.04-15.13, l1=0.00, cer=10.50-13.88-14.69, time=33.2
epo735 <tr>-<gen>: l_dis=0.14-7.40, l_cla=2.71-3.26, l_rec=7.08-15.39, l1=0.00, cer=8.97-15.13-15.00, time=33.6
epo736 <tr>-<gen>: l_dis=0.10-8.73, l_cla=2.61-3.08, l_rec=7.76-14.64, l1=0.00, cer=10.77-14.26-14.88, time=33.4
epo737 <tr>-<gen>: l_dis=0.13-8.91, l_cla=2.76-3.50, l_rec=7.54-15.42, l1=0.00, cer=10.40-15.38-15.50, time=33.7
epo738 <tr>-<gen>: l_dis=0.12-6.11, l_cla=2.57-3.63, l_rec=7.77-14.57, l1=0.00, cer=10.14-13.41-14.97, time=33.5
epo739 <tr>-<gen>: l_dis=0.16-6.01, l_cla=2.62-3.54, l_rec=8.09-14.42, l1=0.00, cer=9.44-14.48-13.44, time=33.4
epo740 <tr>-<gen>: l_dis=0.10-7.14, l_cla=2.52-3.28, l_rec=7.88-15.49, l1=0.00, cer=10.45-15.07-14.77, time=33.8
EVAL: l_dis=9.150, l_cla=12.958, l_rec=14.916, cer=15.78-14.16, time=10.6
epo741 <tr>-<gen>: l_dis=0.15-6.62, l_cla=2.75-3.40, l_rec=7.56-15.28, l1=0.00, cer=9.18-14.73-14.39, time=32.9
epo742 <tr>-<gen>: l_dis=0.09-7.65, l_cla=2.63-3.70, l_rec=7.78-15.65, l1=0.00, cer=10.10-15.17-15.99, time=33.5
epo743 <tr>-<gen>: l_dis=0.13-7.97, l_cla=2.55-3.42, l_rec=7.06-14.67, l1=0.00, cer=8.54-14.42-13.50, time=34.3
epo744 <tr>-<gen>: l_dis=0.10-7.77, l_cla=2.68-3.26, l_rec=7.65-15.32, l1=0.00, cer=10.80-14.29-15.85, time=34.4
epo745 <tr>-<gen>: l_dis=0.09-6.87, l_cla=2.64-3.38, l_rec=7.68-15.23, l1=0.00, cer=9.32-14.89-14.32, time=34.4
epo746 <tr>-<gen>: l_dis=0.14-6.20, l_cla=2.69-3.56, l_rec=6.92-14.60, l1=0.00, cer=9.12-14.25-14.32, time=34.1
epo747 <tr>-<gen>: l_dis=0.18-6.36, l_cla=2.83-3.35, l_rec=7.91-15.46, l1=0.00, cer=9.91-15.72-15.22, time=34.5
epo748 <tr>-<gen>: l_dis=0.11-6.54, l_cla=2.65-3.19, l_rec=7.34-14.32, l1=0.00, cer=8.36-12.12-14.05, time=34.8
epo749 <tr>-<gen>: l_dis=0.12-6.87, l_cla=2.67-3.27, l_rec=7.53-14.07, l1=0.00, cer=8.84-13.04-13.66, time=34.5
epo750 <tr>-<gen>: l_dis=0.12-6.84, l_cla=2.69-3.08, l_rec=7.88-13.66, l1=0.00, cer=9.74-13.26-12.92, time=34.3
epo751 <tr>-<gen>: l_dis=0.11-7.05, l_cla=2.59-3.07, l_rec=7.34-14.57, l1=0.00, cer=8.97-13.57-14.90, time=33.7
epo752 <tr>-<gen>: l_dis=0.11-6.27, l_cla=2.63-3.18, l_rec=7.38-13.39, l1=0.00, cer=8.62-12.40-12.75, time=34.4
epo753 <tr>-<gen>: l_dis=0.16-6.18, l_cla=2.66-3.31, l_rec=6.71-15.33, l1=0.00, cer=8.77-14.49-15.22, time=34.8
epo754 <tr>-<gen>: l_dis=0.09-7.13, l_cla=2.70-3.23, l_rec=6.53-14.76, l1=0.00, cer=8.84-15.59-13.29, time=34.9
epo755 <tr>-<gen>: l_dis=0.09-7.28, l_cla=2.53-3.15, l_rec=7.93-14.36, l1=0.00, cer=9.83-13.93-13.87, time=34.7
epo756 <tr>-<gen>: l_dis=0.13-7.07, l_cla=2.54-3.52, l_rec=6.29-14.50, l1=0.00, cer=7.18-13.75-12.32, time=34.6
epo757 <tr>-<gen>: l_dis=0.10-6.56, l_cla=2.79-3.64, l_rec=5.75-14.02, l1=0.00, cer=7.19-13.66-14.63, time=34.5
epo758 <tr>-<gen>: l_dis=0.15-5.96, l_cla=2.46-2.98, l_rec=8.36-13.35, l1=0.00, cer=8.69-12.14-12.49, time=34.6
epo759 <tr>-<gen>: l_dis=0.10-7.43, l_cla=2.60-2.95, l_rec=8.08-13.37, l1=0.00, cer=9.12-12.10-13.00, time=34.9
epo760 <tr>-<gen>: l_dis=0.17-7.68, l_cla=2.49-3.20, l_rec=6.30-13.82, l1=0.00, cer=6.87-13.37-11.56, time=34.6
EVAL: l_dis=6.852, l_cla=14.017, l_rec=13.112, cer=13.13-13.08, time=12.8
epo761 <tr>-<gen>: l_dis=0.14-5.69, l_cla=2.79-3.27, l_rec=8.35-13.83, l1=0.00, cer=9.52-13.01-13.07, time=34.0
epo762 <tr>-<gen>: l_dis=0.12-7.32, l_cla=2.59-3.22, l_rec=6.16-14.56, l1=0.00, cer=7.36-14.49-13.32, time=34.6
epo763 <tr>-<gen>: l_dis=0.12-7.15, l_cla=2.61-3.37, l_rec=7.06-14.84, l1=0.00, cer=8.06-13.09-13.61, time=34.5
epo764 <tr>-<gen>: l_dis=0.09-7.48, l_cla=2.59-3.38, l_rec=6.68-13.45, l1=0.00, cer=6.92-14.23-11.03, time=34.7
epo765 <tr>-<gen>: l_dis=0.15-6.86, l_cla=2.56-3.22, l_rec=6.99-14.81, l1=0.00, cer=8.22-15.35-13.58, time=34.0
epo766 <tr>-<gen>: l_dis=0.14-6.69, l_cla=2.71-3.06, l_rec=7.26-13.30, l1=0.00, cer=8.83-12.78-10.41, time=33.9
epo767 <tr>-<gen>: l_dis=0.10-7.58, l_cla=2.71-3.23, l_rec=8.05-13.85, l1=0.00, cer=11.42-12.12-13.69, time=34.0
epo768 <tr>-<gen>: l_dis=0.11-7.37, l_cla=2.60-3.56, l_rec=6.70-14.41, l1=0.00, cer=8.24-13.26-15.41, time=34.2
epo769 <tr>-<gen>: l_dis=0.22-6.91, l_cla=2.52-3.16, l_rec=7.37-14.03, l1=0.00, cer=10.60-13.35-13.66, time=33.6
epo770 <tr>-<gen>: l_dis=0.16-5.91, l_cla=2.47-3.36, l_rec=7.61-15.72, l1=0.00, cer=9.41-14.83-14.69, time=33.9
epo771 <tr>-<gen>: l_dis=0.11-7.89, l_cla=2.66-3.25, l_rec=6.86-14.21, l1=0.00, cer=8.22-12.93-13.60, time=33.7
epo772 <tr>-<gen>: l_dis=0.12-6.90, l_cla=2.67-3.47, l_rec=6.96-15.04, l1=0.00, cer=8.58-13.88-15.61, time=33.6
epo773 <tr>-<gen>: l_dis=0.13-6.09, l_cla=2.61-3.33, l_rec=7.89-14.22, l1=0.00, cer=9.12-14.04-13.00, time=33.7
epo774 <tr>-<gen>: l_dis=0.11-7.11, l_cla=2.55-3.27, l_rec=7.39-13.87, l1=0.00, cer=8.54-12.78-13.64, time=33.4
epo775 <tr>-<gen>: l_dis=0.10-7.04, l_cla=2.56-3.37, l_rec=6.90-13.59, l1=0.00, cer=7.96-11.98-13.90, time=33.5
epo776 <tr>-<gen>: l_dis=0.13-7.15, l_cla=2.57-3.27, l_rec=6.62-14.66, l1=0.00, cer=8.47-13.45-14.27, time=33.5
epo777 <tr>-<gen>: l_dis=0.12-5.97, l_cla=2.58-3.10, l_rec=6.90-13.57, l1=0.00, cer=9.03-12.73-12.99, time=33.8
epo778 <tr>-<gen>: l_dis=0.10-6.98, l_cla=2.43-3.11, l_rec=7.31-13.09, l1=0.00, cer=8.95-12.98-12.23, time=33.7
epo779 <tr>-<gen>: l_dis=0.14-6.14, l_cla=2.50-3.29, l_rec=6.93-14.37, l1=0.00, cer=9.21-13.73-13.94, time=33.7
epo780 <tr>-<gen>: l_dis=0.08-7.45, l_cla=2.50-3.55, l_rec=7.09-13.29, l1=0.00, cer=8.67-11.63-12.94, time=33.5
EVAL: l_dis=4.481, l_cla=13.635, l_rec=12.889, cer=11.26-12.11, time=10.7
epo781 <tr>-<gen>: l_dis=0.12-6.59, l_cla=2.60-3.11, l_rec=6.34-13.79, l1=0.00, cer=7.60-12.74-12.73, time=33.0
epo782 <tr>-<gen>: l_dis=0.17-5.58, l_cla=2.65-3.47, l_rec=7.01-13.46, l1=0.00, cer=8.37-13.18-12.37, time=33.6
epo783 <tr>-<gen>: l_dis=0.09-6.50, l_cla=2.58-3.31, l_rec=7.91-14.35, l1=0.00, cer=8.74-13.29-13.10, time=33.6
epo784 <tr>-<gen>: l_dis=0.08-8.01, l_cla=2.63-3.15, l_rec=6.61-13.16, l1=0.00, cer=8.83-11.88-12.60, time=33.5
epo785 <tr>-<gen>: l_dis=0.16-6.23, l_cla=2.55-3.18, l_rec=7.00-13.50, l1=0.00, cer=8.37-12.62-12.91, time=33.5
epo786 <tr>-<gen>: l_dis=0.08-6.47, l_cla=2.55-3.11, l_rec=6.36-13.65, l1=0.00, cer=7.58-12.33-13.23, time=33.7
epo787 <tr>-<gen>: l_dis=0.08-7.26, l_cla=2.50-3.06, l_rec=8.63-13.01, l1=0.00, cer=10.39-11.66-12.31, time=33.8
epo788 <tr>-<gen>: l_dis=0.08-8.14, l_cla=2.63-3.11, l_rec=7.49-14.74, l1=0.00, cer=9.89-13.33-14.68, time=33.7
epo789 <tr>-<gen>: l_dis=0.11-6.65, l_cla=2.47-3.08, l_rec=6.83-13.78, l1=0.00, cer=8.60-12.34-12.63, time=33.5
epo790 <tr>-<gen>: l_dis=0.12-6.16, l_cla=2.43-3.13, l_rec=6.62-13.34, l1=0.00, cer=8.99-11.21-12.79, time=33.5
epo791 <tr>-<gen>: l_dis=0.07-6.45, l_cla=2.61-3.18, l_rec=7.22-13.83, l1=0.00, cer=8.98-12.24-12.15, time=33.7
epo792 <tr>-<gen>: l_dis=0.15-6.82, l_cla=2.62-3.59, l_rec=7.66-13.86, l1=0.00, cer=9.59-13.49-13.60, time=33.8
